,distance (m),,,
4.9684,0.019019,0.047799,0.037997,0.042321
4.9697,0.022198,0.047579,0.044263,0.044566
4.9709,0.02064,0.047354,0.040229,0.040691
4.9722,0.023405,0.040079,0.0439,0.042103
4.9735,0.020175,0.043822,0.0378,0.046273
4.9747,0.022521,0.039686,0.042486,0.043379
4.976,0.022938,0.03492,0.043197,0.041075
4.9772,0.025893,0.037733,0.046222,0.038194
4.9785,0.017932,0.0385,0.040863,0.044254
4.9798,0.024966,0.043306,0.041938,0.04468
4.981,0.021581,0.040503,0.034214,0.044992
4.9823,0.030383,0.045358,0.042271,0.048086
4.9836,0.026562,0.044347,0.041965,0.045467
4.9848,0.021544,0.043754,0.043668,0.047373
4.9861,0.025302,0.042701,0.051682,0.048805
4.9874,0.023666,0.040746,0.039786,0.041079
4.9886,0.029043,0.042071,0.039755,0.041711
4.9899,0.03446,0.048555,0.040544,0.039968
4.9912,0.022168,0.039324,0.040629,0.04806
4.9924,0.023275,0.042335,0.040819,0.045412
4.9937,0.026696,0.043191,0.041853,0.043681
4.9949,0.030201,0.039169,0.039741,0.041258
4.9962,0.021662,0.047894,0.042669,0.045098
4.9975,0.028843,0.04061,0.039883,0.048151
4.9987,0.024885,0.036937,0.043131,0.039331
